f,scl1,scl2,scl3
0,0.008555186,-1.00E-04,0.008555186
0,0.001611369,-1.00E-04,0.001611369
0,-0.004840874,-1.00E-04,-0.004840874
0,-0.002219126,-1.00E-04,-0.002219126
0,0.002228469,-1.00E-04,0.002228469
0,-0.005123209,-1.00E-04,-0.005123209
0,0.000825909,-1.00E-04,0.000825909
0,0.002174836,-1.00E-04,0.002174836
0,0.004279443,-1.00E-04,0.004279443
0,-0.011988285,-1.00E-04,-0.011988285
0,-0.002009212,-1.00E-04,-0.002009212
0,-0.002175801,-1.00E-04,-0.002175801
0,0.010011905,-1.00E-04,0.010011905
0,-0.001730096,-1.00E-04,-0.001730096
0,0.002666905,-1.00E-04,0.002666905
0,-0.00207385,-1.00E-04,-0.00207385
0,-0.000460591,-1.00E-04,-0.000460591
0,-0.005264552,-1.00E-04,-0.005264552
0,0.002681172,-1.00E-04,0.002681172
0,0.002291222,-1.00E-04,0.002291222
0,-0.002757728,-1.00E-04,-0.002757728
0,-0.000925961,-1.00E-04,-0.000925961
0,0.012735445,-1.00E-04,0.012735445
0,0.008320181,-1.00E-04,0.008320181
0,-0.007989235,-1.00E-04,-0.007989235
0,0.002679177,-1.00E-04,0.002679177
0,-0.002641981,-1.00E-04,-0.002641981
0,-0.002139189,-1.00E-04,-0.002139189
0,0.00445416,-1.00E-04,0.00445416
0,-0.003845439,-1.00E-04,-0.003845439
0,-0.001564878,-1.00E-04,-0.001564878
0,-0.001240732,-1.00E-04,-0.001240732
0,-0.002607141,-1.00E-04,-0.002607141
0,0.001344181,-1.00E-04,0.001344181
0,0.010916248,-1.00E-04,0.010916248
0,-0.005851827,-1.00E-04,-0.005851827
0,0.015118526,-1.00E-04,0.015118526
0,0.017474378,-1.00E-04,0.017474378
0,-0.001983459,-1.00E-04,-0.001983459
0,-0.004754652,-1.00E-04,-0.004754652
0,-0.012821627,-1.00E-04,-0.012821627
0,-0.004487773,-1.00E-04,-0.004487773
0,-0.001632068,-1.00E-04,-0.001632068
0,0.00377464,-1.00E-04,0.00377464
0,-0.002499098,-1.00E-04,-0.002499098
0,0.00392792,-1.00E-04,0.00392792
0,0.001391971,-1.00E-04,0.001391971
0,0.003203375,-1.00E-04,0.003203375
0,0.011437486,-1.00E-04,0.011437486
0,-0.005137097,-1.00E-04,-0.005137097
0,0.003154232,-1.00E-04,0.003154232
0,0.009590476,-1.00E-04,0.009590476
0,0.00186274,-1.00E-04,0.00186274
0,-0.001295921,-1.00E-04,-0.001295921
0,0.004312502,-1.00E-04,0.004312502
0,-0.002572274,-1.00E-04,-0.002572274
0,-0.001905751,-1.00E-04,-0.001905751
0,-0.003279275,-1.00E-04,-0.003279275
0,0.005618019,-1.00E-04,0.005618019
0,-0.007803132,-1.00E-04,-0.007803132
0,-0.001379115,-1.00E-04,-0.001379115
0,0.005361695,-1.00E-04,0.005361695
0,0.006800342,-1.00E-04,0.006800342
0,0.002235052,-1.00E-04,0.002235052
0,0.008587931,-1.00E-04,0.008587931
0,0.001261422,-1.00E-04,0.001261422
0,0.002204116,-1.00E-04,0.002204116
0,-0.000328064,-1.00E-04,-0.000328064
0,-0.006926446,-1.00E-04,-0.006926446
0,0.001063514,-1.00E-04,0.001063514
0,-0.010058976,-1.00E-04,-0.010058976
0,0.000584569,-1.00E-04,0.000584569
0,0.001290757,-1.00E-04,0.001290757
0,0.00114589,-1.00E-04,0.00114589
0,-8.90E-05,-1.00E-04,-8.90E-05
0,0.0054104,-1.00E-04,0.0054104
0,-0.005548799,-1.00E-04,-0.005548799
0,-0.003859605,-1.00E-04,-0.003859605
0,0.005367206,-1.00E-04,0.005367206
0,0.004057684,-1.00E-04,0.004057684
0,-0.007182094,-1.00E-04,-0.007182094
0,0.000425187,-1.00E-04,0.000425187
0,-0.000670965,-1.00E-04,-0.000670965
0,-0.003126434,-1.00E-04,-0.003126434
0,0.004892115,-1.00E-04,0.004892115
0,0.001566418,-1.00E-04,0.001566418
0,0.005038074,-1.00E-04,0.005038074
0,0.005660445,-1.00E-04,0.005660445
0,-0.006565086,-1.00E-04,-0.006565086
0,9.06E-05,-1.00E-04,9.06E-05
0,-0.004689256,-1.00E-04,-0.004689256
0,0.006979764,-1.00E-04,0.006979764
0,0.002115811,-1.00E-04,0.002115811
0,-0.00147548,-1.00E-04,-0.00147548
0,-0.005257344,-1.00E-04,-0.005257344
0,0.007230595,-1.00E-04,0.007230595
0,0.002458045,-1.00E-04,0.002458045
0,0.000549082,-1.00E-04,0.000549082
0,0.010976004,-1.00E-04,0.010976004
0,-0.001085614,-1.00E-04,-0.001085614
0,-0.006859076,-1.00E-04,-0.006859076
0,0.002106389,-1.00E-04,0.002106389
0,0.001122049,-1.00E-04,0.001122049
0,-0.001709614,-1.00E-04,-0.001709614
0,-0.004350832,-1.00E-04,-0.004350832
0,0.004853657,-1.00E-04,0.004853657
0,0.001956438,-1.00E-04,0.001956438
0,0.015727393,-1.00E-04,0.015727393
0,-0.005397582,-1.00E-04,-0.005397582
0,0.001713419,-1.00E-04,0.001713419
0,0.001773206,-1.00E-04,0.001773206
0,-0.010333248,-1.00E-04,-0.010333248
0,-0.003027382,-1.00E-04,-0.003027382
0,0.008955659,-1.00E-04,0.008955659
0,-0.004933415,-1.00E-04,-0.004933415
0,-0.010415087,-1.00E-04,-0.010415087
0,-0.011537449,-1.00E-04,-0.011537449
0,-0.001577114,-1.00E-04,-0.001577114
0,0.004820823,-1.00E-04,0.004820823
0,0.00569392,-1.00E-04,0.00569392
0,7.90E-05,-1.00E-04,7.90E-05
0,-0.00310335,-1.00E-04,-0.00310335
0,0.000110619,-1.00E-04,0.000110619
0,-0.008344379,-1.00E-04,-0.008344379
0,0.003919181,-1.00E-04,0.003919181
0,0.002339778,-1.00E-04,0.002339778
0,0.002974772,-1.00E-04,0.002974772
0,-0.005141873,-1.00E-04,-0.005141873
0,-0.002889714,-1.00E-04,-0.002889714
0,-0.001544764,-1.00E-04,-0.001544764
0,-0.006383689,-1.00E-04,-0.006383689
0,0.000500807,-1.00E-04,0.000500807
0,0.001933874,-1.00E-04,0.001933874
0,0.003776121,-1.00E-04,0.003776121
0,-0.009255927,-1.00E-04,-0.009255927
0,-0.00324586,-1.00E-04,-0.00324586
0,-0.008995992,-1.00E-04,-0.008995992
0,0.005474492,-1.00E-04,0.005474492
0,0.001693027,-1.00E-04,0.001693027
0,-0.008534477,-1.00E-04,-0.008534477
0,0.001758135,-1.00E-04,0.001758135
0,-0.006465262,-1.00E-04,-0.006465262
0,-0.009767494,-1.00E-04,-0.009767494
0,0.002195968,-1.00E-04,0.002195968
0,0.003396563,-1.00E-04,0.003396563
0,-0.006774943,-1.00E-04,-0.006774943
0,0.002829416,-1.00E-04,0.002829416
0,0.00156838,-1.00E-04,0.00156838
0,-0.002412274,-1.00E-04,-0.002412274
0,-0.002641787,-1.00E-04,-0.002641787
0,-0.002499722,-1.00E-04,-0.002499722
0,0.004820809,-1.00E-04,0.004820809
0,-0.000549898,-1.00E-04,-0.000549898
0,0.006763414,-1.00E-04,0.006763414
0,-0.006006876,-1.00E-04,-0.006006876
0,0.008242654,-1.00E-04,0.008242654
0,0.000682004,-1.00E-04,0.000682004
0,2.28E-06,-1.00E-04,2.28E-06
0,-0.003660103,-1.00E-04,-0.003660103
0,-0.005938277,-1.00E-04,-0.005938277
0,-0.000960924,-1.00E-04,-0.000960924
0,-0.005388854,-1.00E-04,-0.005388854
0,0.001289211,-1.00E-04,0.001289211
0,-0.000912165,-1.00E-04,-0.000912165
0,0.005586871,-1.00E-04,0.005586871
0,0.003598619,-1.00E-04,0.003598619
0,-0.001977376,-1.00E-04,-0.001977376
0,-0.001740631,-1.00E-04,-0.001740631
0,0.006989301,-1.00E-04,0.006989301
0,-0.003318321,-1.00E-04,-0.003318321
0,-0.003575622,-1.00E-04,-0.003575622
0,-0.014222541,-1.00E-04,-0.014222541
0,-0.002102541,-1.00E-04,-0.002102541
0,0.013870039,-1.00E-04,0.013870039
0,0.00089368,-1.00E-04,0.00089368
0,-0.003890102,-1.00E-04,-0.003890102
0,0.001283268,-1.00E-04,0.001283268
0,0.003840376,-1.00E-04,0.003840376
0,0.006365571,-1.00E-04,0.006365571
0,-0.001948052,-1.00E-04,-0.001948052
0,0.00217393,-1.00E-04,0.00217393
0,0.002540221,-1.00E-04,0.002540221
0,0.004958809,-1.00E-04,0.004958809
0,-0.007651665,-1.00E-04,-0.007651665
0,3.81E-05,-1.00E-04,3.81E-05
0,-0.000453232,-1.00E-04,-0.000453232
0,-0.00242977,-1.00E-04,-0.00242977
0,0.00324449,-1.00E-04,0.00324449
0,-0.00530124,-1.00E-04,-0.00530124
0,0.003309371,-1.00E-04,0.003309371
0,0.003198783,-1.00E-04,0.003198783
0,-0.001570711,-1.00E-04,-0.001570711
0,-0.002533089,-1.00E-04,-0.002533089
0,0.002293945,-1.00E-04,0.002293945
0,-0.000206359,-1.00E-04,-0.000206359
0,0.003888014,-1.00E-04,0.003888014
0,-0.00733639,-1.00E-04,-0.00733639
0,-0.009473968,-1.00E-04,-0.009473968
0,0.000887522,-1.00E-04,0.000887522
0,-0.004692763,-1.00E-04,-0.004692763
0,-0.004974328,-1.00E-04,-0.004974328
0,0.007338493,-1.00E-04,0.007338493
0,-0.006785178,-1.00E-04,-0.006785178
0,0.003996333,-1.00E-04,0.003996333
0,0.00308258,-1.00E-04,0.00308258
0,0.002024645,-1.00E-04,0.002024645
0,0.007023551,-1.00E-04,0.007023551
0,-0.007477646,-1.00E-04,-0.007477646
0,-0.007962079,-1.00E-04,-0.007962079
0,0.0008801,-1.00E-04,0.0008801
0,0.004602554,-1.00E-04,0.004602554
0,-0.005175672,-1.00E-04,-0.005175672
0,-0.000253416,-1.00E-04,-0.000253416
0,-0.005892141,-1.00E-04,-0.005892141
0,-0.003935611,-1.00E-04,-0.003935611
0,-0.003938505,-1.00E-04,-0.003938505
0,0.000315823,-1.00E-04,0.000315823
0,-0.003132507,-1.00E-04,-0.003132507
0,0.00212576,-1.00E-04,0.00212576
0,-0.006362727,-1.00E-04,-0.006362727
0,0.006287393,-1.00E-04,0.006287393
0,0.007247988,-1.00E-04,0.007247988
0,0.004878514,-1.00E-04,0.004878514
0,-0.00169686,-1.00E-04,-0.00169686
0,-0.000825002,-1.00E-04,-0.000825002
0,0.001603608,-1.00E-04,0.001603608
0,0.008478561,-1.00E-04,0.008478561
0,0.004702384,-1.00E-04,0.004702384
0,-0.000139641,-1.00E-04,-0.000139641
0,0.005719957,-1.00E-04,0.005719957
0,-0.001085444,-1.00E-04,-0.001085444
0,0.000907142,-1.00E-04,0.000907142
0,0.005437144,-1.00E-04,0.005437144
0,-0.001739741,-1.00E-04,-0.001739741
0,-0.006333599,-1.00E-04,-0.006333599
0,-0.002427378,-1.00E-04,-0.002427378
0,-0.001844607,-1.00E-04,-0.001844607
0,-0.011474188,-1.00E-04,-0.011474188
0,-0.010733466,-1.00E-04,-0.010733466
0,-0.009224213,-1.00E-04,-0.009224213
0,-0.002396333,-1.00E-04,-0.002396333
0,-0.004101572,-1.00E-04,-0.004101572
0,0.008011726,-1.00E-04,0.008011726
0,-0.012947698,-1.00E-04,-0.012947698
0,0.00292934,-1.00E-04,0.00292934
0,0.005479385,-1.00E-04,0.005479385
0,-0.003056112,-1.00E-04,-0.003056112
0,0.000409107,-1.00E-04,0.000409107
0,-0.002632374,-1.00E-04,-0.002632374
0,-0.000947444,-1.00E-04,-0.000947444
0,-0.004113849,-1.00E-04,-0.004113849
0,0.003322329,-1.00E-04,0.003322329
0,0.003833277,-1.00E-04,0.003833277
0,-0.001771619,-1.00E-04,-0.001771619
0,0.00087551,-1.00E-04,0.00087551
0,-0.00428212,-1.00E-04,-0.00428212
0,0.004936296,-1.00E-04,0.004936296
0,0.009937519,-1.00E-04,0.009937519
0,-0.002146154,-1.00E-04,-0.002146154
0,-0.002267105,-1.00E-04,-0.002267105
0,0.01816583,-1.00E-04,0.01816583
0,0.00864048,-1.00E-04,0.00864048
0,-0.006572483,-1.00E-04,-0.006572483
0,0.000549062,-1.00E-04,0.000549062
0,-0.001418112,-1.00E-04,-0.001418112
0,0.002958545,-1.00E-04,0.002958545
0,-0.002998641,-1.00E-04,-0.002998641
0,0.000299085,-1.00E-04,0.000299085
0,0.006647437,-1.00E-04,0.006647437
0,-0.009035415,-1.00E-04,-0.009035415
0,-0.010256006,-1.00E-04,-0.010256006
0,0.00280859,-1.00E-04,0.00280859
0,-0.000958733,-1.00E-04,-0.000958733
0,0.002760106,-1.00E-04,0.002760106
0,-0.000751958,-1.00E-04,-0.000751958
0,0.00348243,-1.00E-04,0.00348243
0,0.007246097,-1.00E-04,0.007246097
0,0.004702224,-1.00E-04,0.004702224
0,0.000331176,-1.00E-04,0.000331176
0,-0.011186217,-1.00E-04,-0.011186217
0,-0.003128178,-1.00E-04,-0.003128178
0,-0.007003218,-1.00E-04,-0.007003218
0,0.002604606,-1.00E-04,0.002604606
0,-0.003011221,-1.00E-04,-0.003011221
0,0.000191593,-1.00E-04,0.000191593
0,0.00592324,-1.00E-04,0.00592324
0,0.004977871,-1.00E-04,0.004977871
0,-0.000582109,-1.00E-04,-0.000582109
0,-0.012400152,-1.00E-04,-0.012400152
0,0.007005162,-1.00E-04,0.007005162
0,-0.000373136,-1.00E-04,-0.000373136
0,0.001076222,-1.00E-04,0.001076222
0,-0.005894235,-1.00E-04,-0.005894235
0,-0.009984237,-1.00E-04,-0.009984237
0,-0.009407768,-1.00E-04,-0.009407768
0,0.003028065,-1.00E-04,0.003028065
0,0.004565707,-1.00E-04,0.004565707
0,0.01039328,-1.00E-04,0.01039328
0,0.002274735,-1.00E-04,0.002274735
0,-0.00241435,-1.00E-04,-0.00241435
0,-0.002248948,-1.00E-04,-0.002248948
0,-0.002175124,-1.00E-04,-0.002175124
0,-0.007721308,-1.00E-04,-0.007721308
0,0.000408091,-1.00E-04,0.000408091
0,0.000907298,-1.00E-04,0.000907298
0,0.004264876,-1.00E-04,0.004264876
0,0.002265978,-1.00E-04,0.002265978
0,0.001097409,-1.00E-04,0.001097409
0,-0.003515531,-1.00E-04,-0.003515531
0,-0.001206932,-1.00E-04,-0.001206932
0,-0.002029071,-1.00E-04,-0.002029071
0,0.008049359,-1.00E-04,0.008049359
0,-0.00438809,-1.00E-04,-0.00438809
0,-0.009255452,-1.00E-04,-0.009255452
0,-0.008354403,-1.00E-04,-0.008354403
0,0.001623403,-1.00E-04,0.001623403
0,-8.14E-05,-1.00E-04,-8.14E-05
0,-0.000598275,-1.00E-04,-0.000598275
0,-0.003315019,-1.00E-04,-0.003315019
0,0.005095257,-1.00E-04,0.005095257
0,0.010746831,-1.00E-04,0.010746831
0,0.007671534,-1.00E-04,0.007671534
0,0.000731587,-1.00E-04,0.000731587
0,-0.001519698,-1.00E-04,-0.001519698
0,0.002067706,-1.00E-04,0.002067706
0,0.003861717,-1.00E-04,0.003861717
0,-0.00336374,-1.00E-04,-0.00336374
0,0.001425257,-1.00E-04,0.001425257
0,-0.002519574,-1.00E-04,-0.002519574
0,0.002094228,-1.00E-04,0.002094228
0,0.00119378,-1.00E-04,0.00119378
0,0.002044017,-1.00E-04,0.002044017
0,-0.004926438,-1.00E-04,-0.004926438
0,-0.003021536,-1.00E-04,-0.003021536
0,-0.003467406,-1.00E-04,-0.003467406
0,-0.002243258,-1.00E-04,-0.002243258
0,-0.002757568,-1.00E-04,-0.002757568
0,-0.002610356,-1.00E-04,-0.002610356
0,-0.000499152,-1.00E-04,-0.000499152
0,-0.002266214,-1.00E-04,-0.002266214
0,-0.001167253,-1.00E-04,-0.001167253
0,0.001395501,-1.00E-04,0.001395501
0,0.004932161,-1.00E-04,0.004932161
0,-0.001344306,-1.00E-04,-0.001344306
0,-0.000468059,-1.00E-04,-0.000468059
0,-0.000153862,-1.00E-04,-0.000153862
0,0.001797868,-1.00E-04,0.001797868
0,0.004213944,-1.00E-04,0.004213944
0,-0.001706652,-1.00E-04,-0.001706652
0,-0.006555079,-1.00E-04,-0.006555079
0,0.003776329,-1.00E-04,0.003776329
